Florida District Number,English Language Arts Achievement,English Language Arts Learning Gains,English Language Arts Learning Gains of the Lowest 25%,Mathematics Learning Gains,Mathematics Learning Gains of the Lowest 25%,Science Achievement,Grade 2022,Grade 2019,Grade 2018,Grade 2017,Grade 2016,Charter School,Title I,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students,Mathematics Achievement
7.0,51.0,58.0,42.0,67.0,53.0,39.0,3,3,4,3,3,0,1,1,58.8,78.3,55.0
7.0,35.0,53.0,57.0,72.0,59.0,31.0,3,3,3,3,3,0,1,1,70.9,84.89999999999998,52.0
7.0,65.0,57.0,44.0,31.0,40.0,82.0,5,4,5,4,4,0,0,3,52.5,39.6,51.0
7.0,24.0,49.0,58.0,63.0,81.0,26.0,3,2,2,2,2,0,1,1,95.4,94.3,32.0
7.0,43.0,42.0,32.0,52.0,57.0,36.0,3,4,3,3,3,0,1,2,62.1,59.6,43.0
7.0,40.0,43.0,37.0,47.0,47.0,48.0,3,3,3,3,3,0,1,3,91.2,75.5,39.0
7.0,86.0,79.0,78.0,82.0,82.0,76.0,5,5,5,5,5,0,0,1,26.7,9.700000000000001,92.0
7.0,75.0,63.0,40.0,70.0,55.0,69.0,5,5,5,5,5,0,0,4,64.8,35.099999999999994,77.0
7.0,24.0,46.0,47.0,43.0,45.0,12.0,2,3,3,2,3,0,1,1,86.5,87.0,25.0
7.0,39.0,63.0,60.0,60.0,50.0,20.0,3,3,3,3,3,0,1,1,84.9,83.6,38.0
7.0,77.0,77.0,60.0,86.0,82.0,79.0,5,5,5,5,5,0,0,1,55.2,38.0,86.0
7.0,43.0,59.0,54.0,58.0,31.0,30.0,3,3,3,3,2,0,1,1,59.9,73.6,45.0
7.0,50.0,63.0,64.0,73.0,74.0,48.0,4,3,3,3,3,0,1,1,71.4,74.6,51.0
7.0,55.0,67.0,60.0,63.0,51.0,49.0,4,3,4,3,4,0,0,1,70.8,56.7,56.0
7.0,21.0,47.0,48.0,60.0,57.0,16.0,2,2,1,3,1,0,1,1,96.2,90.10000000000002,29.0
7.0,51.0,62.0,57.0,55.0,52.0,35.0,3,3,3,3,3,0,1,1,85.6,79.7,50.0
7.0,55.0,54.0,37.0,57.0,50.0,71.0,5,4,4,4,4,0,0,3,54.2,42.1,58.0
7.0,69.0,60.0,46.0,51.0,44.0,76.0,5,5,5,5,5,0,0,3,56.2,33.2,58.0
7.0,41.0,56.0,48.0,62.0,54.0,42.0,3,4,3,3,3,0,1,1,69.0,83.6,61.0
7.0,18.0,45.0,58.0,59.0,74.0,13.0,3,2,1,2,2,0,1,4,95.0,96.6,30.0
7.0,50.0,63.0,62.0,69.0,60.0,45.0,4,3,3,3,3,0,1,1,68.3,68.30000000000001,51.0
7.0,53.0,55.0,40.0,66.0,58.0,46.0,4,3,3,4,3,0,0,1,60.3,57.8,61.0
7.0,55.0,50.0,49.0,60.0,54.0,71.0,5,5,4,4,4,0,1,3,87.6,73.3,56.0
7.0,51.0,56.0,36.0,70.0,59.0,41.0,3,3,2,3,3,0,1,1,95.0,93.0,56.0
7.0,62.0,60.0,45.0,74.0,71.0,52.0,5,5,5,5,5,0,0,4,67.9,42.69999999999999,69.0
7.0,66.0,64.0,54.0,79.0,71.0,66.0,5,5,5,5,4,0,0,1,75.5,45.1,73.0
7.0,31.0,59.0,54.0,61.0,60.0,29.0,3,2,2,3,3,0,1,1,87.4,88.7,35.0
7.0,42.0,70.0,80.0,87.0,79.0,61.0,5,2,2,2,3,0,1,1,62.2,89.5,61.0
7.0,71.0,58.0,29.0,73.0,50.0,67.0,5,5,5,5,4,0,0,4,45.5,24.8,81.0
7.0,46.0,63.0,58.0,77.0,84.0,42.0,4,4,3,4,2,0,1,1,94.3,92.60000000000002,50.0
7.0,41.0,50.0,37.0,59.0,66.0,44.0,3,4,3,4,3,0,1,2,91.5,84.39999999999998,43.0
7.0,35.0,44.0,34.0,65.0,49.0,38.0,3,3,3,4,3,0,1,1,83.0,87.2,55.0
7.0,32.0,38.0,31.0,44.0,47.0,27.0,3,3,3,3,2,0,1,2,73.5,81.6,35.0
7.0,36.0,50.0,52.0,53.0,59.0,24.0,3,3,3,3,2,0,1,1,92.1,92.2,39.0
7.0,69.0,71.0,62.0,76.0,52.0,71.0,5,5,5,4,4,0,0,1,53.1,56.8,71.0
7.0,60.0,62.0,59.0,65.0,49.0,58.0,4,4,4,3,3,0,0,1,41.4,56.6,66.0
7.0,27.0,49.0,50.0,71.0,63.0,21.0,3,3,3,1,1,0,1,1,95.5,88.0,50.0
7.0,83.0,69.0,61.0,76.0,68.0,81.0,5,5,5,5,5,0,0,2,59.1,30.7,85.0
7.0,77.0,71.0,57.0,78.0,56.0,67.0,5,5,5,5,5,0,0,1,42.2,19.400000000000006,81.0
7.0,57.0,56.0,42.0,46.0,37.0,30.0,3,4,3,4,3,0,1,1,72.4,71.3,56.0
7.0,46.0,46.0,41.0,64.0,50.0,40.0,3,4,4,3,3,0,1,1,95.6,91.3,63.0
7.0,43.0,44.0,30.0,41.0,28.0,58.0,3,3,3,3,3,0,0,3,71.6,52.5,35.0
7.0,80.0,66.0,53.0,76.0,65.0,70.0,5,5,5,5,5,0,0,2,81.6,45.2,80.0
7.0,25.0,45.0,47.0,67.0,81.0,11.0,3,1,1,2,2,0,1,1,97.1,93.60000000000002,28.0
7.0,76.0,55.0,42.0,75.0,59.0,72.0,5,5,5,5,5,0,0,2,35.9,22.8,80.0
7.0,46.0,58.0,37.0,75.0,68.0,54.0,4,3,4,3,3,0,1,1,69.5,92.10000000000002,52.0
7.0,29.0,44.0,35.0,59.0,51.0,49.0,3,3,3,3,3,0,1,1,92.3,89.0,40.0
7.0,27.0,49.0,51.0,65.0,69.0,29.0,3,2,3,4,3,0,1,1,95.8,89.0,39.0
7.0,40.0,51.0,47.0,72.0,67.0,32.0,3,3,3,4,4,0,1,1,90.0,83.2,49.0
7.0,42.0,56.0,37.0,64.0,51.0,41.0,3,3,3,3,3,0,1,1,75.0,80.2,49.0
7.0,31.0,41.0,42.0,60.0,72.0,24.0,3,3,3,3,3,0,1,2,97.1,90.2,35.0
7.0,89.0,72.0,71.0,87.0,81.0,90.0,5,5,5,5,5,1,0,2,74.4,6.4,93.0
7.0,8.0,23.0,31.0,42.0,59.0,7.0,1,4,1,3,1,1,1,1,98.0,100.0,25.0
7.0,67.0,58.0,47.0,64.0,54.0,67.0,5,5,5,5,5,1,0,4,36.4,8.6,63.0
7.0,47.0,53.0,56.0,54.0,50.0,38.0,4,4,4,4,3,1,1,4,100.0,100.0,60.0
7.0,88.0,69.0,70.0,90.0,94.0,88.0,5,5,5,5,5,1,0,4,87.5,11.0,87.0
7.0,40.0,56.0,45.0,79.0,95.0,26.0,3,4,3,3,3,1,1,4,94.1,100.0,31.0
7.0,61.0,55.0,44.0,68.0,61.0,54.0,4,5,5,5,5,1,0,4,58.1,3.1,64.0
7.0,53.0,53.0,40.0,62.0,60.0,45.0,4,4,5,5,3,1,0,4,50.3,13.2,53.0
7.0,54.0,44.0,30.0,52.0,45.0,48.0,3,5,4,4,3,1,0,4,68.8,42.0,50.0
7.0,77.0,65.0,52.0,52.0,38.0,79.0,5,5,5,5,5,1,0,3,61.3,12.3,62.0
7.0,50.0,49.0,42.0,51.0,54.0,36.0,3,4,3,3,4,1,0,4,35.6,36.7,39.0
7.0,49.0,58.0,47.0,68.0,70.0,38.0,4,3,3,3,3,1,1,4,84.1,77.2,53.0
7.0,79.0,72.0,53.0,67.0,45.0,69.0,5,5,5,5,5,1,0,1,67.2,23.3,71.0
7.0,55.0,46.0,33.0,38.0,40.0,36.0,3,3,5,3,3,1,0,4,77.6,56.00000000000001,37.0
7.0,22.0,43.0,62.0,48.0,65.0,15.0,3,4,4,2,2,1,1,4,94.3,100.0,16.0
7.0,84.0,74.0,66.0,80.0,74.0,87.0,5,5,5,5,5,1,0,4,38.5,4.1000000000000005,91.0
7.0,40.0,54.0,52.0,38.0,40.0,35.0,3,3,3,3,2,1,0,4,64.9,61.4,22.0
7.0,32.0,45.0,47.0,61.0,69.0,36.0,3,3,3,3,4,1,1,4,85.1,100.0,31.0
7.0,72.0,60.0,50.0,62.0,60.0,65.0,5,5,5,5,5,1,0,4,73.0,33.0,79.0
7.0,81.0,70.0,67.0,66.0,49.0,77.0,5,5,5,5,4,1,0,3,53.2,23.5,67.0
7.0,52.0,52.0,50.0,64.0,53.0,53.0,4,4,3,4,3,1,1,4,91.4,82.5,55.0
7.0,50.0,57.0,44.0,55.0,52.0,34.0,3,4,3,3,3,1,0,1,76.2,23.3,46.0
7.0,78.0,59.0,50.0,72.0,66.0,73.0,5,5,5,5,5,1,0,2,57.2,17.1,80.0
7.0,62.0,54.0,44.0,57.0,49.0,41.0,4,5,4,5,4,1,0,4,80.6,50.1,56.0
7.0,50.0,55.0,46.0,58.0,54.0,31.0,4,4,4,3,2,1,1,4,81.0,72.0,38.0
7.0,12.0,26.0,42.0,35.0,32.0,30.0,2,2,3,4,2,1,1,2,100.0,100.0,24.0
7.0,77.0,73.0,67.0,77.0,66.0,65.0,5,5,4,5,5,1,0,4,56.4,20.9,75.0
7.0,29.0,51.0,38.0,59.0,75.0,5.0,3,1,3,3,3,1,1,1,96.6,83.5,38.0
7.0,49.0,64.0,62.0,67.0,65.0,46.0,5,4,5,5,5,1,0,4,82.9,57.1,50.0
7.0,57.0,51.0,42.0,53.0,44.0,53.0,4,5,3,4,4,1,0,4,58.2,31.7,54.0
7.0,45.0,50.0,44.0,55.0,52.0,38.0,3,4,3,5,3,1,0,4,76.5,41.8,44.0
7.0,53.0,51.0,50.0,67.0,57.0,47.0,4,3,3,4,4,1,0,4,74.8,53.1,53.0
7.0,39.0,52.0,47.0,51.0,50.0,19.0,3,3,3,3,3,1,1,4,92.4,76.4,31.0
7.0,72.0,66.0,57.0,51.0,38.0,63.0,4,5,4,4,4,1,0,1,58.0,35.6,70.0
7.0,38.0,38.0,42.0,43.0,47.0,29.0,3,3,3,3,3,1,1,4,83.1,68.0,40.0
7.0,62.0,62.0,51.0,60.0,58.0,49.0,4,4,4,4,4,1,0,4,74.3,38.7,50.0
7.0,46.0,48.0,33.0,41.0,43.0,28.0,2,2,3,2,2,1,0,2,78.5,15.1,29.0
7.0,58.0,57.0,43.0,58.0,56.0,52.0,4,4,4,4,4,1,0,4,59.0,13.3,51.0
7.0,43.0,50.0,43.0,51.0,55.0,30.0,3,3,3,3,3,1,0,4,66.5,56.00000000000001,41.0
7.0,50.0,51.0,39.0,43.0,45.0,41.0,3,3,3,3,3,1,0,4,61.5,50.5,30.0
7.0,68.0,61.0,52.0,46.0,39.0,75.0,4,4,4,4,4,1,0,3,62.9,8.7,60.0
7.0,49.0,50.0,41.0,52.0,52.0,34.0,3,3,3,3,3,1,0,4,58.4,18.3,42.0
7.0,53.0,52.0,47.0,46.0,41.0,59.0,3,3,3,3,3,1,0,3,71.9,37.6,43.0
3.0,51.0,54.0,45.0,59.0,50.0,48.0,4,4,4,4,3,0,1,4,7.9,81.89999999999998,58.0
3.0,44.0,48.0,43.0,38.0,45.0,36.0,3,3,3,3,4,0,1,4,4.2,84.7,38.0
3.0,41.0,51.0,48.0,51.0,40.0,45.0,4,3,3,3,3,0,1,4,9.9,100.0,40.0
3.0,59.0,64.0,62.0,64.0,52.0,61.0,4,3,3,4,3,0,1,1,8.2,100.0,54.0
3.0,59.0,52.0,38.0,34.0,34.0,57.0,3,3,3,3,3,0,1,3,12.9,80.2,32.0
3.0,46.0,46.0,37.0,53.0,48.0,49.0,3,3,3,3,3,0,1,4,14.1,100.0,55.0
4.0,50.0,48.0,42.0,33.0,39.0,54.0,3,4,4,3,3,0,0,3,48.8,44.4,27.0
4.0,72.0,70.0,51.0,66.0,38.0,65.0,5,5,4,5,4,0,0,1,41.4,39.5,76.0
4.0,78.0,78.0,69.0,78.0,70.0,71.0,5,5,5,5,5,0,0,1,39.8,39.7,81.0
4.0,76.0,75.0,56.0,65.0,50.0,61.0,5,5,3,5,4,0,0,1,40.4,37.6,64.0
4.0,44.0,46.0,36.0,39.0,49.0,50.0,3,4,4,3,3,0,1,2,60.7,62.3,39.0
4.0,48.0,53.0,57.0,69.0,76.0,45.0,4,3,3,3,3,0,1,1,87.5,100.0,54.0
4.0,51.0,67.0,64.0,48.0,40.0,37.0,3,3,3,3,3,0,1,1,39.8,56.3,43.0
4.0,51.0,53.0,41.0,55.0,47.0,43.0,3,4,3,3,3,0,1,1,46.0,66.3,60.0
4.0,42.0,62.0,54.0,54.0,60.0,31.0,3,3,3,3,2,0,1,1,78.6,73.5,43.0
4.0,42.0,55.0,56.0,58.0,62.0,31.0,3,3,2,3,1,0,1,1,59.8,74.1,49.0
4.0,44.0,42.0,32.0,57.0,58.0,44.0,3,4,3,3,3,0,1,2,54.1,50.5,54.0
4.0,42.0,65.0,65.0,56.0,58.0,51.0,4,3,4,3,3,0,1,1,45.7,67.2,49.0
4.0,50.0,57.0,59.0,45.0,37.0,41.0,3,4,3,4,3,0,1,1,35.8,66.2,46.0
4.0,50.0,57.0,48.0,74.0,68.0,57.0,4,3,3,3,3,0,1,1,65.3,71.39999999999998,63.0
4.0,44.0,44.0,30.0,50.0,60.0,41.0,3,3,3,2,3,0,1,2,57.6,58.3,41.0
4.0,46.0,48.0,38.0,31.0,44.0,55.0,3,3,4,3,3,0,0,3,49.5,44.9,23.0
4.0,75.0,68.0,54.0,67.0,43.0,62.0,5,5,5,4,5,0,0,1,38.6,36.3,79.0
4.0,57.0,56.0,52.0,56.0,64.0,51.0,4,3,4,4,4,0,1,1,33.8,48.4,63.0
4.0,51.0,44.0,36.0,54.0,55.0,55.0,4,3,3,4,4,0,0,2,38.0,42.3,56.0
4.0,69.0,57.0,41.0,39.0,34.0,73.0,4,5,5,4,5,1,0,3,27.1,20.200000000000003,54.0
4.0,63.0,63.0,73.0,47.0,50.0,55.0,4,4,5,3,5,1,1,1,89.9,100.0,66.0
4.0,61.0,52.0,48.0,36.0,26.0,58.0,3,4,5,4,5,1,0,1,27.6,83.89999999999998,58.0
4.0,72.0,53.0,43.0,78.0,69.0,81.0,5,5,5,5,3,1,0,2,29.4,30.7,82.0
4.0,69.0,56.0,48.0,59.0,47.0,66.0,5,5,5,5,5,1,0,4,15.8,21.4,70.0
3.0,52.0,46.0,35.0,50.0,37.0,63.0,4,3,5,3,3,0,1,3,45.1,61.0,38.0
3.0,49.0,44.0,36.0,51.0,45.0,40.0,3,3,3,3,3,0,1,4,50.1,91.10000000000002,48.0
3.0,51.0,49.0,41.0,46.0,40.0,48.0,4,4,5,4,3,0,1,4,51.9,93.2,52.0
3.0,41.0,41.0,20.0,32.0,42.0,63.0,3,4,5,4,3,0,1,3,31.0,74.6,26.0
3.0,56.0,46.0,24.0,51.0,45.0,45.0,3,5,3,3,3,0,1,4,30.2,90.5,59.0
3.0,60.0,58.0,52.0,57.0,53.0,39.0,4,4,3,4,3,0,1,4,29.0,87.4,55.0
3.0,62.0,59.0,41.0,43.0,33.0,53.0,3,3,4,5,3,0,1,1,32.0,100.0,59.0
3.0,43.0,44.0,33.0,49.0,43.0,21.0,3,3,4,3,3,0,1,4,63.5,100.0,35.0
3.0,26.0,38.0,45.0,41.0,61.0,23.0,2,3,3,2,2,1,1,2,74.2,100.0,21.0
3.0,30.0,53.0,53.0,29.0,47.0,31.0,2,3,3,2,2,1,1,3,83.1,99.4,21.0
3.0,30.0,36.0,21.0,48.0,36.0,32.0,2,2,3,2,2,1,1,1,80.7,100.0,47.0
2.0,53.0,53.0,37.0,59.0,48.0,64.0,5,5,5,4,4,0,1,4,31.9,86.8,64.0
2.0,60.0,62.0,56.0,58.0,25.0,51.0,4,5,5,3,3,0,1,1,33.2,100.0,71.0
5.0,36.0,52.0,50.0,63.0,59.0,36.0,3,1,2,3,3,0,1,1,79.5,100.0,40.0
5.0,40.0,45.0,42.0,60.0,48.0,33.0,3,3,3,4,3,0,1,1,72.4,100.0,40.0
5.0,41.0,48.0,43.0,53.0,50.0,46.0,3,3,4,4,3,0,1,1,63.4,100.0,52.0
5.0,44.0,49.0,51.0,51.0,42.0,47.0,3,3,3,3,3,0,0,1,65.1,82.3,46.0
5.0,65.0,62.0,42.0,46.0,30.0,50.0,3,5,4,5,4,0,0,1,53.4,54.3,60.0
5.0,53.0,53.0,47.0,59.0,37.0,46.0,3,3,4,4,3,0,0,1,39.7,80.80000000000001,58.0
5.0,42.0,58.0,49.0,42.0,19.0,41.0,3,3,2,3,3,0,1,1,68.0,100.0,48.0
5.0,60.0,52.0,38.0,71.0,57.0,61.0,5,5,5,5,3,0,0,2,54.4,57.7,67.0
5.0,42.0,44.0,24.0,54.0,41.0,54.0,3,3,4,3,3,0,0,3,50.8,71.6,53.0
5.0,44.0,58.0,45.0,54.0,54.0,43.0,3,3,3,3,3,0,1,1,51.4,100.0,48.0
5.0,40.0,38.0,31.0,44.0,34.0,44.0,3,4,4,4,4,0,0,2,61.9,80.2,41.0
5.0,60.0,63.0,54.0,59.0,46.0,53.0,4,5,5,5,5,0,1,1,47.5,100.0,61.0
5.0,56.0,58.0,52.0,53.0,64.0,47.0,4,4,4,3,4,0,1,1,30.6,92.2,61.0
5.0,72.0,64.0,42.0,77.0,70.0,62.0,5,5,5,4,5,1,0,4,28.8,53.1,81.0
5.0,35.0,40.0,31.0,31.0,36.0,46.0,3,3,3,3,2,0,1,3,59.0,97.8,24.0
5.0,48.0,52.0,41.0,47.0,45.0,53.0,4,3,4,3,3,0,0,3,48.3,63.1,40.0
5.0,41.0,46.0,34.0,37.0,41.0,50.0,3,3,4,3,3,0,0,3,44.1,74.1,31.0
5.0,39.0,41.0,40.0,51.0,51.0,35.0,3,4,3,3,3,0,0,2,47.8,97.7,44.0
5.0,40.0,45.0,36.0,48.0,56.0,76.0,4,3,3,3,2,0,1,3,20.9,87.7,45.0
5.0,53.0,63.0,57.0,53.0,36.0,46.0,3,3,4,3,3,0,1,1,36.2,100.0,58.0
5.0,33.0,38.0,34.0,40.0,41.0,36.0,3,3,3,3,3,0,1,2,68.7,100.0,31.0
5.0,65.0,55.0,44.0,68.0,60.0,64.0,5,4,4,3,4,1,0,4,45.6,56.2,66.0
5.0,53.0,59.0,56.0,54.0,33.0,49.0,3,4,3,4,3,0,1,1,44.7,96.3,50.0
5.0,66.0,56.0,45.0,45.0,40.0,51.0,3,5,4,5,4,0,0,1,55.5,53.9,65.0
5.0,31.0,53.0,51.0,53.0,56.0,24.0,3,2,3,3,2,0,1,1,70.4,100.0,41.0
5.0,39.0,40.0,32.0,46.0,48.0,45.0,3,3,3,3,3,0,1,2,57.8,100.0,42.0
5.0,28.0,42.0,52.0,34.0,25.0,31.0,2,3,3,3,3,0,1,1,72.3,100.0,24.0
5.0,44.0,41.0,38.0,49.0,49.0,47.0,3,3,4,3,3,0,0,2,55.1,82.3,49.0
5.0,43.0,51.0,47.0,50.0,52.0,28.0,3,3,3,3,3,0,1,4,76.3,56.99999999999999,40.0
5.0,54.0,49.0,33.0,61.0,44.0,58.0,4,4,4,4,4,0,0,2,61.7,61.8,56.0
5.0,37.0,44.0,36.0,41.0,28.0,33.0,2,4,4,4,3,0,1,1,67.3,100.0,43.0
5.0,45.0,45.0,33.0,39.0,24.0,35.0,2,3,3,3,3,1,1,1,69.7,100.0,43.0
5.0,46.0,53.0,54.0,49.0,42.0,42.0,3,3,3,3,4,0,1,1,53.1,100.0,49.0
5.0,55.0,63.0,62.0,65.0,58.0,52.0,4,4,4,4,3,0,1,1,27.6,89.2,61.0
5.0,44.0,41.0,30.0,56.0,55.0,50.0,3,4,3,3,3,0,1,2,21.3,93.60000000000002,56.0
5.0,54.0,46.0,35.0,61.0,48.0,53.0,3,5,5,4,4,0,0,1,34.5,61.0,58.0
5.0,80.0,61.0,55.0,60.0,54.0,77.0,5,5,5,4,4,0,0,1,38.3,32.0,80.0
5.0,46.0,51.0,51.0,60.0,45.0,44.0,3,4,4,4,3,1,1,4,16.7,100.0,47.0
5.0,40.0,38.0,28.0,52.0,46.0,33.0,3,3,4,3,3,0,1,2,57.8,94.19999999999999,48.0
5.0,40.0,43.0,28.0,38.0,43.0,51.0,3,3,3,3,3,0,0,3,59.8,66.9,31.0
5.0,49.0,44.0,30.0,35.0,29.0,69.0,4,4,4,4,4,0,0,3,60.8,54.6,38.0
5.0,52.0,43.0,34.0,42.0,37.0,67.0,4,5,4,4,3,0,0,3,53.1,47.599999999999994,47.0
5.0,55.0,56.0,52.0,65.0,50.0,49.0,4,4,4,4,4,1,0,4,79.1,56.2,51.0
5.0,57.0,58.0,56.0,62.0,65.0,57.0,4,3,3,3,3,1,1,1,15.7,74.3,68.0
5.0,77.0,59.0,51.0,75.0,79.0,74.0,5,5,5,5,5,1,0,4,36.7,19.0,87.0
5.0,74.0,68.0,54.0,53.0,52.0,56.0,5,5,5,5,5,1,0,4,45.4,34.8,68.0
5.0,82.0,70.0,64.0,76.0,70.0,69.0,5,5,5,5,5,1,0,4,49.8,31.1,84.0
5.0,75.0,65.0,53.0,63.0,68.0,89.0,5,5,5,5,5,1,0,3,46.4,27.1,76.0
1.0,42.0,54.0,35.0,49.0,38.0,42.0,3,4,3,4,4,0,1,1,82.2,99.9,43.0
1.0,51.0,51.0,42.0,50.0,54.0,51.0,4,4,4,4,3,0,0,4,30.1,73.3,56.0
1.0,43.0,52.0,43.0,49.0,38.0,37.0,3,4,3,3,3,0,1,1,54.7,91.7,50.0
1.0,46.0,56.0,47.0,55.0,41.0,39.0,3,5,5,5,5,0,1,1,92.4,100.0,60.0
1.0,69.0,63.0,47.0,79.0,66.0,60.0,5,4,4,3,4,0,0,1,43.7,65.2,76.0
1.0,56.0,50.0,35.0,61.0,60.0,51.0,4,5,5,5,4,0,0,2,51.3,76.9,61.0
1.0,61.0,51.0,34.0,59.0,52.0,55.0,4,5,5,5,5,0,0,2,53.1,64.5,62.0
1.0,49.0,46.0,26.0,50.0,42.0,42.0,3,4,4,4,3,0,0,2,74.9,82.39999999999998,50.0
1.0,41.0,57.0,51.0,55.0,42.0,52.0,3,4,3,2,3,0,1,1,87.8,100.0,54.0
1.0,37.0,62.0,67.0,68.0,73.0,47.0,4,3,3,3,3,0,1,1,91.4,100.0,55.0
1.0,58.0,58.0,41.0,64.0,50.0,51.0,4,5,5,3,3,0,0,1,51.7,77.4,64.0
1.0,27.0,36.0,34.0,32.0,40.0,24.0,2,3,3,3,2,0,1,2,90.7,100.0,20.0
1.0,69.0,62.0,42.0,48.0,48.0,68.0,5,5,5,4,5,0,0,3,50.2,52.1,49.0
1.0,45.0,56.0,51.0,54.0,30.0,39.0,3,3,3,3,3,0,1,1,86.6,100.0,48.0
1.0,45.0,48.0,36.0,38.0,41.0,35.0,3,3,3,3,3,0,1,3,86.5,91.9,28.0
1.0,37.0,38.0,29.0,41.0,39.0,33.0,3,3,4,4,4,0,1,2,84.6,100.0,33.0
1.0,24.0,48.0,40.0,66.0,63.0,25.0,3,4,3,3,3,0,1,1,97.2,100.0,35.0
1.0,43.0,45.0,44.0,64.0,48.0,41.0,3,3,3,3,3,0,1,1,57.0,100.0,53.0
1.0,34.0,42.0,34.0,42.0,30.0,39.0,2,3,3,3,2,0,1,1,87.2,100.0,34.0
1.0,40.0,57.0,58.0,45.0,39.0,39.0,3,3,3,3,3,0,1,1,84.3,100.0,41.0
1.0,71.0,57.0,42.0,48.0,46.0,62.0,5,5,5,4,4,0,0,3,38.7,52.8,56.0
1.0,36.0,46.0,34.0,60.0,45.0,30.0,3,3,3,3,3,0,1,1,94.4,100.0,44.0
1.0,47.0,51.0,47.0,47.0,39.0,46.0,3,5,4,4,4,0,1,1,78.4,100.0,44.0
1.0,64.0,65.0,60.0,83.0,60.0,63.0,5,4,5,5,5,0,0,1,31.1,83.1,83.0
1.0,54.0,41.0,28.0,47.0,41.0,48.0,3,5,4,5,4,0,0,2,60.1,70.19999999999999,51.0
1.0,84.0,62.0,72.0,72.0,71.0,80.0,5,5,5,5,5,0,0,4,13.9,21.099999999999994,89.0
1.0,46.0,53.0,47.0,70.0,51.0,47.0,3,3,3,3,2,0,1,1,83.8,100.0,58.0
1.0,34.0,47.0,43.0,54.0,46.0,32.0,3,3,4,2,3,0,1,1,96.4,100.0,49.0
1.0,40.0,44.0,30.0,53.0,50.0,37.0,3,3,3,3,3,0,1,2,80.9,97.39999999999998,45.0
1.0,48.0,64.0,46.0,65.0,51.0,44.0,3,3,3,3,3,0,1,1,54.8,100.0,55.0
1.0,40.0,55.0,43.0,67.0,64.0,39.0,3,4,3,3,3,0,1,1,85.2,100.0,49.0
1.0,68.0,64.0,52.0,67.0,57.0,65.0,5,4,4,5,4,0,0,1,45.0,62.6,74.0
1.0,79.0,76.0,61.0,81.0,70.0,80.0,5,5,4,5,4,0,0,1,38.3,40.0,86.0
1.0,52.0,57.0,50.0,75.0,61.0,54.0,4,4,3,4,3,0,1,1,57.9,90.60000000000002,64.0
1.0,51.0,61.0,45.0,54.0,41.0,42.0,3,4,3,4,4,0,0,1,70.8,81.6,50.0
1.0,35.0,35.0,26.0,37.0,37.0,36.0,3,3,3,3,3,0,1,3,57.2,85.7,30.0
1.0,27.0,35.0,33.0,30.0,44.0,27.0,3,3,3,3,3,0,1,3,82.0,84.89999999999998,21.0
1.0,53.0,56.0,44.0,71.0,55.0,51.0,4,4,4,5,3,0,0,1,38.5,75.4,69.0
1.0,51.0,46.0,34.0,37.0,40.0,58.0,4,4,4,3,3,0,0,3,52.2,62.3,34.0
1.0,62.0,60.0,43.0,53.0,37.0,59.0,4,4,3,3,4,0,0,1,49.1,67.5,69.0
1.0,66.0,67.0,45.0,70.0,57.0,71.0,5,4,5,5,3,0,0,1,59.4,93.4,68.0
1.0,43.0,41.0,27.0,51.0,47.0,47.0,3,3,3,3,3,0,1,2,56.0,91.3,45.0
1.0,35.0,41.0,28.0,54.0,56.0,39.0,3,4,3,3,3,0,1,2,85.7,100.0,38.0
1.0,47.0,47.0,34.0,30.0,40.0,49.0,3,3,4,3,3,0,0,3,58.2,75.3,25.0
1.0,31.0,60.0,66.0,58.0,66.0,43.0,3,4,3,4,1,0,1,1,93.3,100.0,48.0
1.0,43.0,54.0,44.0,53.0,36.0,38.0,3,3,3,3,3,0,1,1,82.1,100.0,46.0
1.0,58.0,54.0,38.0,57.0,45.0,53.0,4,4,4,4,3,0,0,4,46.0,84.8,57.0
1.0,47.0,44.0,22.0,53.0,40.0,45.0,3,4,4,4,4,0,0,2,74.7,77.2,59.0
1.0,57.0,52.0,41.0,39.0,32.0,58.0,4,4,4,4,4,0,0,3,54.4,61.7,45.0
1.0,42.0,53.0,48.0,65.0,45.0,51.0,3,3,3,2,3,0,1,1,64.4,92.7,50.0
1.0,61.0,62.0,52.0,73.0,65.0,62.0,5,4,4,4,4,0,0,1,48.3,79.5,63.0
1.0,59.0,55.0,45.0,69.0,65.0,59.0,5,5,5,5,4,0,0,2,45.3,63.5,64.0
1.0,69.0,58.0,45.0,68.0,54.0,60.0,4,5,5,5,4,0,0,1,42.0,62.7,72.0
1.0,49.0,53.0,41.0,61.0,38.0,48.0,3,4,4,3,3,0,1,1,88.2,91.3,64.0
1.0,35.0,40.0,34.0,56.0,62.0,29.0,3,3,3,3,3,0,1,2,84.1,100.0,41.0
1.0,43.0,54.0,37.0,62.0,52.0,42.0,3,3,3,3,3,0,1,1,89.8,100.0,49.0
1.0,48.0,56.0,43.0,53.0,43.0,60.0,3,3,3,4,3,0,1,1,74.4,99.2,50.0
1.0,46.0,41.0,23.0,37.0,44.0,52.0,3,3,4,3,3,0,0,3,50.9,66.0,33.0
1.0,45.0,48.0,41.0,51.0,50.0,38.0,3,4,4,4,4,0,0,2,54.2,84.1,48.0
