Florida District Number,English Language Arts Achievement,English Language Arts Learning Gains,English Language Arts Learning Gains of the Lowest 25%,Mathematics Learning Gains,Mathematics Learning Gains of the Lowest 25%,Science Achievement,Grade 2022,Grade 2019,Grade 2018,Grade 2017,Grade 2016,Charter School,Title I,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students,Mathematics Achievement
1.0,53.0,43.0,37.0,39.0,39.0,62.0,4,4,5,3,3,0,0,3,44.5,44.7,42.0
1.0,66.0,64.0,40.0,69.0,62.0,58.0,5,5,5,5,5,0,0,1,45.4,59.3,79.0
1.0,65.0,64.0,44.0,82.0,73.0,69.0,5,5,5,5,5,0,0,1,35.9,48.3,76.0
1.0,30.0,40.0,27.0,39.0,44.0,34.0,3,3,2,2,2,0,1,3,85.3,99.1,22.0
1.0,53.0,52.0,47.0,63.0,51.0,57.0,4,3,3,4,4,0,0,1,51.9,89.60000000000002,62.0
1.0,63.0,57.0,44.0,57.0,52.0,64.0,5,5,5,5,5,0,0,2,48.5,53.1,64.0
1.0,64.0,64.0,54.0,61.0,49.0,64.0,4,5,3,5,5,0,0,1,51.2,64.5,66.0
1.0,27.0,36.0,39.0,40.0,27.0,39.0,2,4,3,2,1,0,1,1,89.4,100.0,40.0
1.0,65.0,62.0,55.0,75.0,68.0,69.0,5,5,4,5,5,0,0,1,57.5,87.8,79.0
1.0,50.0,50.0,42.0,51.0,50.0,39.0,3,5,5,4,4,0,0,2,56.2,81.0,45.0
1.0,32.0,43.0,43.0,73.0,63.0,27.0,3,3,3,4,4,0,1,1,91.3,100.0,48.0
1.0,41.0,54.0,50.0,67.0,58.0,54.0,4,3,3,3,2,0,1,1,49.6,100.0,52.0
1.0,48.0,56.0,53.0,50.0,40.0,41.0,3,3,3,3,3,0,1,1,47.7,100.0,55.0
1.0,54.0,54.0,43.0,49.0,29.0,43.0,3,4,3,4,3,0,0,1,62.4,80.30000000000001,58.0
1.0,63.0,50.0,29.0,59.0,51.0,58.0,4,5,5,5,4,0,0,2,43.7,51.3,68.0
1.0,33.0,37.0,25.0,44.0,49.0,43.0,3,3,3,3,2,0,1,3,89.4,93.89999999999998,31.0
1.0,52.0,45.0,27.0,40.0,45.0,49.0,3,3,4,3,3,0,0,3,61.5,59.4,35.0
1.0,53.0,54.0,42.0,42.0,45.0,64.0,3,3,3,3,3,0,1,3,76.9,82.1,33.0
1.0,43.0,48.0,39.0,46.0,43.0,42.0,3,4,4,3,4,0,1,4,83.1,100.0,39.0
1.0,54.0,50.0,38.0,46.0,44.0,43.0,4,4,4,4,3,0,0,3,50.1,61.0,47.0
1.0,55.0,53.0,34.0,65.0,58.0,52.0,4,4,5,5,4,1,0,4,45.8,40.1,59.0
1.0,47.0,53.0,48.0,54.0,45.0,26.0,3,4,3,3,3,1,0,4,77.9,71.6,48.0
1.0,43.0,47.0,44.0,41.0,49.0,53.0,3,3,3,3,3,1,0,3,73.9,54.9,31.0
1.0,40.0,43.0,35.0,48.0,45.0,26.0,3,4,4,4,3,1,0,4,72.4,59.0,35.0
1.0,77.0,62.0,47.0,67.0,54.0,61.0,5,5,5,4,4,1,0,1,31.4,33.1,77.0
1.0,71.0,68.0,59.0,78.0,74.0,58.0,5,5,5,5,5,1,0,1,37.2,36.9,77.0
1.0,88.0,72.0,70.0,80.0,93.0,92.0,5,5,5,5,5,1,0,3,52.9,27.7,92.0
1.0,73.0,58.0,49.0,70.0,62.0,60.0,5,5,5,5,5,1,0,2,34.6,30.9,78.0
1.0,67.0,60.0,48.0,45.0,43.0,78.0,5,5,5,4,4,1,0,3,32.4,27.800000000000004,68.0
1.0,31.0,32.0,31.0,26.0,27.0,20.0,2,3,4,3,4,1,0,4,50.0,52.0,25.0
1.0,47.0,42.0,35.0,44.0,39.0,42.0,3,4,4,4,4,1,0,4,71.5,54.0,44.0
1.0,38.0,44.0,37.0,59.0,54.0,35.0,3,4,3,3,3,1,0,4,82.9,79.2,44.0
1.0,44.0,66.0,75.0,70.0,77.0,24.0,4,3,4,4,4,1,1,1,93.6,100.0,40.0
1.0,53.0,50.0,43.0,44.0,37.0,27.0,3,3,3,3,3,1,0,4,57.8,3.9,51.0
1.0,62.0,56.0,37.0,47.0,42.0,54.0,3,5,5,4,5,0,0,4,51.4,19.8,41.0
3.0,60.0,56.0,46.0,64.0,56.0,60.0,5,5,5,5,4,0,0,3,54.1,31.8,62.0
3.0,56.0,54.0,38.0,56.0,38.0,56.0,3,4,3,4,3,0,0,1,66.3,69.19999999999999,54.0
3.0,49.0,45.0,30.0,47.0,38.0,47.0,3,4,4,4,4,0,0,2,74.0,66.8,45.0
3.0,31.0,42.0,28.0,61.0,44.0,35.0,2,3,2,3,2,0,1,1,91.2,100.0,36.0
3.0,37.0,44.0,32.0,40.0,47.0,63.0,3,4,3,3,2,0,1,3,94.4,89.2,26.0
3.0,35.0,54.0,52.0,65.0,56.0,27.0,3,4,3,3,3,0,1,1,91.3,100.0,45.0
3.0,35.0,51.0,47.0,51.0,52.0,17.0,3,3,3,3,3,0,1,1,93.2,100.0,34.0
3.0,52.0,53.0,36.0,51.0,44.0,47.0,3,3,4,4,4,0,0,2,72.9,80.9,47.0
3.0,30.0,44.0,38.0,57.0,52.0,29.0,3,3,3,3,5,0,1,4,59.8,100.0,38.0
3.0,40.0,45.0,48.0,50.0,44.0,26.0,3,3,2,2,2,0,1,1,94.8,100.0,39.0
3.0,66.0,58.0,38.0,33.0,44.0,67.0,4,4,3,4,4,0,0,3,32.9,53.8,41.0
3.0,28.0,43.0,48.0,55.0,64.0,26.0,3,2,3,3,3,0,1,2,91.9,100.0,27.0
3.0,31.0,47.0,38.0,53.0,50.0,21.0,2,2,3,2,3,0,1,1,95.7,100.0,33.0
3.0,29.0,41.0,47.0,52.0,61.0,23.0,3,3,3,3,2,0,1,2,96.3,100.0,28.0
3.0,35.0,58.0,77.0,75.0,74.0,37.0,4,3,1,3,2,0,1,1,94.6,100.0,55.0
3.0,84.0,66.0,52.0,73.0,53.0,75.0,5,5,5,5,5,0,0,1,35.3,27.9,82.0
3.0,29.0,53.0,58.0,42.0,34.0,17.0,2,3,2,3,2,0,1,1,95.2,100.0,26.0
3.0,57.0,58.0,47.0,46.0,27.0,45.0,3,3,4,4,3,0,0,1,64.5,64.60000000000002,53.0
3.0,56.0,64.0,41.0,64.0,60.0,38.0,3,4,3,3,4,0,1,1,81.4,82.89999999999998,51.0
3.0,35.0,51.0,57.0,32.0,30.0,19.0,2,3,3,3,3,0,1,1,92.6,100.0,30.0
3.0,48.0,50.0,27.0,64.0,49.0,49.0,3,4,3,3,4,0,1,2,89.2,85.2,50.0
3.0,75.0,66.0,64.0,55.0,44.0,77.0,5,5,5,5,5,0,0,1,26.0,23.799999999999997,73.0
3.0,58.0,56.0,42.0,70.0,63.0,57.0,4,3,4,5,4,0,1,1,40.9,67.30000000000001,64.0
3.0,34.0,48.0,42.0,50.0,35.0,27.0,2,3,2,3,3,0,1,1,87.3,100.0,40.0
3.0,81.0,71.0,64.0,69.0,49.0,77.0,5,5,5,5,5,0,0,1,27.9,27.4,77.0
3.0,80.0,71.0,53.0,82.0,62.0,73.0,5,5,5,5,5,0,0,1,36.8,20.4,80.0
3.0,74.0,55.0,38.0,79.0,61.0,74.0,5,5,5,5,5,0,0,2,33.7,14.000000000000002,83.0
3.0,35.0,48.0,41.0,48.0,46.0,31.0,3,3,3,3,3,0,1,4,47.9,100.0,36.0
3.0,55.0,50.0,33.0,40.0,31.0,58.0,4,4,4,4,3,0,0,3,51.7,24.4,47.0
3.0,81.0,69.0,53.0,68.0,51.0,75.0,5,5,5,5,5,0,0,1,40.1,22.6,79.0
3.0,74.0,61.0,47.0,45.0,50.0,88.0,5,5,5,5,5,0,0,3,28.6,10.9,68.0
3.0,57.0,53.0,32.0,69.0,59.0,59.0,4,5,5,5,5,0,0,2,49.7,32.30000000000001,63.0
3.0,53.0,52.0,38.0,31.0,24.0,42.0,3,4,3,4,3,0,0,1,43.9,71.89999999999998,45.0
3.0,75.0,65.0,43.0,67.0,48.0,68.0,5,5,5,5,5,0,0,1,27.8,34.2,77.0
3.0,40.0,61.0,54.0,79.0,80.0,41.0,4,2,2,3,3,0,1,1,98.3,100.0,59.0
3.0,66.0,54.0,37.0,67.0,52.0,57.0,4,5,5,5,5,0,0,2,30.6,20.5,74.0
3.0,48.0,59.0,42.0,56.0,40.0,32.0,3,3,3,4,3,0,0,1,74.9,75.1,45.0
3.0,76.0,59.0,44.0,62.0,45.0,65.0,4,5,5,5,5,1,0,4,35.6,12.2,71.0
3.0,53.0,61.0,45.0,61.0,52.0,54.0,4,5,4,4,3,1,1,4,79.0,80.9,53.0
3.0,31.0,47.0,37.0,61.0,65.0,22.0,3,3,3,2,3,1,1,4,90.5,78.3,28.0
3.0,69.0,64.0,53.0,60.0,36.0,58.0,4,4,5,5,4,1,0,4,40.9,17.9,65.0
3.0,48.0,49.0,37.0,46.0,33.0,36.0,3,3,3,3,3,1,0,4,57.3,42.1,43.0
2.0,38.0,45.0,37.0,60.0,49.0,50.0,3,4,3,3,3,0,1,4,30.4,100.0,49.0
2.0,61.0,66.0,67.0,66.0,69.0,42.0,5,5,4,4,4,0,1,4,8.4,99.1,54.0
2.0,40.0,39.0,32.0,45.0,35.0,38.0,3,4,4,4,4,0,1,4,22.5,92.5,47.0
2.0,43.0,50.0,33.0,54.0,71.0,68.0,3,3,3,3,3,1,1,2,21.3,100.0,36.0
2.0,39.0,42.0,35.0,37.0,34.0,43.0,3,4,3,3,3,0,1,4,37.3,95.0,37.0
2.0,37.0,41.0,44.0,59.0,56.0,25.0,3,3,4,3,3,0,1,4,8.3,100.0,41.0
2.0,52.0,56.0,45.0,43.0,37.0,46.0,3,4,3,3,3,0,1,1,44.9,100.0,54.0
2.0,52.0,48.0,48.0,50.0,46.0,48.0,3,3,3,3,3,0,1,1,27.4,100.0,48.0
2.0,48.0,61.0,69.0,63.0,66.0,33.0,4,3,3,4,4,0,1,1,30.8,100.0,52.0
3.0,65.0,51.0,53.0,50.0,50.0,71.0,5,5,5,3,3,0,1,3,22.0,68.8,43.0
3.0,52.0,49.0,43.0,55.0,46.0,38.0,4,4,4,3,3,0,1,4,32.2,97.2,59.0
3.0,52.0,54.0,56.0,57.0,46.0,49.0,4,4,3,3,4,0,1,4,8.0,78.8,57.0
2.0,38.0,52.0,40.0,60.0,42.0,80.0,4,2,3,3,2,0,1,3,64.9,89.60000000000002,47.0
2.0,29.0,44.0,40.0,39.0,42.0,26.0,2,3,3,2,2,0,1,4,77.5,100.0,21.0
2.0,71.0,65.0,73.0,45.0,35.0,63.0,5,5,4,3,3,1,0,3,35.4,1.6,39.0
2.0,65.0,51.0,43.0,63.0,58.0,56.0,5,5,5,5,5,1,0,4,15.4,0.0,70.0
1.0,78.0,66.0,43.0,81.0,64.0,85.0,5,5,4,5,5,0,0,1,16.9,33.5,78.0
1.0,37.0,47.0,59.0,56.0,53.0,45.0,3,3,2,2,3,0,1,1,80.1,100.0,45.0
1.0,39.0,57.0,61.0,56.0,47.0,43.0,3,3,3,2,3,0,1,1,73.7,100.0,54.0
1.0,29.0,43.0,37.0,37.0,37.0,41.0,3,3,3,3,3,0,1,3,79.1,98.3,32.0
1.0,22.0,40.0,53.0,51.0,46.0,13.0,2,4,3,3,2,0,1,1,90.4,100.0,38.0
1.0,53.0,52.0,38.0,45.0,36.0,63.0,4,4,4,4,3,0,0,3,54.2,50.4,51.0
1.0,51.0,52.0,45.0,65.0,48.0,62.0,4,4,4,3,3,0,0,1,51.5,63.3,63.0
1.0,47.0,64.0,70.0,61.0,59.0,52.0,4,5,5,3,3,0,0,1,37.9,68.0,52.0
1.0,27.0,47.0,49.0,50.0,50.0,18.0,2,2,3,2,2,0,1,1,76.5,100.0,42.0
1.0,27.0,50.0,64.0,65.0,53.0,27.0,3,3,2,2,2,0,1,1,91.3,100.0,41.0
1.0,29.0,41.0,35.0,56.0,62.0,26.0,3,5,2,2,3,0,1,4,76.5,100.0,43.0
1.0,69.0,70.0,50.0,62.0,47.0,56.0,4,4,3,5,4,0,0,1,32.3,45.1,74.0
1.0,36.0,55.0,54.0,64.0,52.0,46.0,3,3,3,3,2,0,1,1,82.3,100.0,51.0
1.0,39.0,42.0,36.0,44.0,32.0,71.0,3,3,3,3,3,0,0,3,64.3,52.9,41.0
1.0,37.0,52.0,45.0,55.0,42.0,40.0,3,3,3,2,3,0,1,1,72.2,100.0,50.0
1.0,27.0,39.0,41.0,61.0,50.0,21.0,3,3,2,2,2,0,1,1,91.3,100.0,56.0
1.0,32.0,48.0,47.0,52.0,40.0,34.0,3,4,2,3,3,0,1,1,83.6,100.0,53.0
1.0,35.0,40.0,25.0,36.0,39.0,42.0,3,3,3,4,3,0,1,3,82.1,100.0,28.0
1.0,45.0,65.0,62.0,74.0,70.0,36.0,4,4,4,4,1,0,1,1,81.3,100.0,70.0
1.0,40.0,51.0,44.0,67.0,56.0,39.0,3,4,2,3,4,0,1,1,73.2,100.0,64.0
1.0,29.0,43.0,44.0,52.0,48.0,26.0,3,4,3,2,2,0,1,2,82.2,100.0,39.0
1.0,34.0,58.0,50.0,59.0,41.0,32.0,3,3,3,3,3,0,1,1,75.6,100.0,50.0
1.0,35.0,38.0,31.0,57.0,47.0,29.0,3,4,4,4,3,0,0,2,61.2,61.2,51.0
1.0,41.0,60.0,55.0,68.0,67.0,46.0,4,4,3,3,3,0,1,1,73.9,100.0,52.0
1.0,78.0,67.0,37.0,81.0,73.0,71.0,5,5,5,4,4,0,0,1,21.0,26.6,86.0
1.0,40.0,52.0,45.0,57.0,56.0,41.0,3,3,4,3,3,0,0,1,60.1,58.8,50.0
1.0,72.0,65.0,55.0,76.0,61.0,64.0,5,5,5,5,4,0,0,1,32.8,31.9,81.0
1.0,44.0,40.0,33.0,46.0,52.0,41.0,3,4,4,3,4,0,0,2,58.3,48.6,54.0
1.0,44.0,51.0,55.0,63.0,62.0,44.0,3,3,4,4,3,0,1,1,62.5,100.0,55.0
1.0,68.0,59.0,43.0,75.0,58.0,69.0,5,4,4,5,4,0,0,1,46.3,43.3,84.0
1.0,62.0,52.0,51.0,69.0,70.0,60.0,5,5,5,5,4,0,0,4,73.8,59.4,77.0
1.0,80.0,68.0,53.0,78.0,69.0,69.0,5,5,5,5,4,0,0,1,26.6,22.400000000000006,87.0
1.0,55.0,45.0,42.0,54.0,40.0,50.0,4,5,4,4,4,0,0,2,42.2,39.4,69.0
1.0,66.0,58.0,42.0,42.0,36.0,79.0,5,5,5,5,4,0,0,3,28.4,19.8,51.0
1.0,55.0,69.0,66.0,66.0,57.0,53.0,4,3,3,3,3,0,0,1,66.9,62.4,58.0
1.0,67.0,51.0,39.0,69.0,50.0,76.0,5,5,5,5,5,0,0,2,28.4,26.8,78.0
1.0,28.0,40.0,38.0,39.0,47.0,24.0,3,3,3,2,3,0,1,2,79.4,100.0,31.0
1.0,47.0,42.0,34.0,40.0,36.0,65.0,4,5,5,4,4,0,0,3,46.9,35.69999999999999,48.0
1.0,80.0,63.0,44.0,74.0,54.0,71.0,5,5,5,5,5,0,0,1,25.4,18.2,80.0
1.0,72.0,65.0,64.0,74.0,55.0,73.0,5,4,4,3,3,0,0,1,37.1,38.7,84.0
1.0,63.0,57.0,37.0,77.0,53.0,61.0,4,4,4,4,4,0,0,1,36.2,37.1,74.0
1.0,80.0,75.0,55.0,77.0,58.0,81.0,5,5,5,5,5,0,0,1,27.2,18.3,84.0
1.0,74.0,70.0,46.0,77.0,63.0,75.0,5,5,4,4,3,0,0,1,24.3,22.1,80.0
1.0,75.0,70.0,57.0,74.0,62.0,72.0,5,5,5,5,4,0,0,1,30.2,15.6,84.0
1.0,52.0,44.0,27.0,50.0,47.0,47.0,3,4,4,3,3,0,0,2,41.8,40.1,60.0
1.0,57.0,52.0,42.0,48.0,43.0,58.0,3,3,3,3,3,0,0,3,32.4,27.4,55.0
1.0,67.0,58.0,43.0,59.0,49.0,68.0,5,5,5,5,5,0,0,2,37.3,26.3,70.0
1.0,64.0,70.0,64.0,79.0,62.0,66.0,5,5,5,5,5,0,0,1,33.8,31.7,76.0
1.0,28.0,37.0,39.0,42.0,54.0,25.0,3,3,3,3,3,0,1,2,92.2,100.0,37.0
1.0,49.0,60.0,45.0,53.0,64.0,48.0,3,3,3,2,3,1,1,1,47.4,100.0,33.0
1.0,40.0,48.0,41.0,69.0,65.0,55.0,4,5,5,5,4,1,1,4,97.2,100.0,66.0
1.0,55.0,50.0,44.0,44.0,46.0,57.0,4,4,4,4,4,1,0,4,57.5,53.7,45.0
1.0,70.0,56.0,36.0,62.0,49.0,73.0,5,5,4,5,5,1,0,2,40.2,33.5,72.0
1.0,36.0,46.0,49.0,43.0,55.0,25.0,3,3,3,2,2,1,1,4,81.9,100.0,34.0
1.0,52.0,59.0,60.0,67.0,87.0,47.0,5,4,4,3,3,1,1,2,73.0,100.0,47.0
1.0,47.0,49.0,30.0,53.0,46.0,47.0,3,3,3,3,3,1,0,4,53.6,51.5,48.0
1.0,48.0,57.0,52.0,52.0,58.0,39.0,3,4,3,4,3,1,0,4,35.6,46.6,46.0
1.0,80.0,64.0,60.0,72.0,77.0,75.0,5,5,5,5,4,1,0,4,20.6,23.1,90.0
1.0,75.0,51.0,43.0,67.0,61.0,83.0,5,5,5,5,5,1,0,4,49.0,37.4,83.0
1.0,70.0,73.0,61.0,60.0,58.0,42.0,4,5,3,3,3,1,0,1,45.9,34.599999999999994,62.0
1.0,57.0,51.0,17.0,40.0,42.0,44.0,3,3,3,3,3,1,0,1,25.8,22.7,43.0
5.0,48.0,42.0,25.0,46.0,33.0,46.0,3,4,4,4,3,0,1,2,68.4,63.0,47.0
5.0,47.0,65.0,63.0,62.0,56.0,43.0,4,3,2,3,2,0,1,1,51.4,100.0,45.0
5.0,49.0,62.0,62.0,54.0,43.0,30.0,3,3,2,3,3,0,1,1,41.9,100.0,50.0
5.0,32.0,42.0,34.0,63.0,64.0,27.0,3,3,1,3,2,0,1,1,44.4,100.0,41.0
5.0,35.0,59.0,50.0,70.0,67.0,37.0,3,3,1,3,3,0,1,1,68.0,100.0,38.0
5.0,43.0,46.0,42.0,52.0,46.0,37.0,3,3,4,3,3,0,1,2,46.0,73.0,49.0
5.0,29.0,35.0,50.0,41.0,51.0,25.0,2,3,3,3,2,0,1,1,17.6,100.0,27.0
5.0,75.0,76.0,43.0,73.0,58.0,69.0,5,5,5,5,5,0,1,1,32.3,49.0,83.0
5.0,38.0,50.0,64.0,49.0,41.0,17.0,3,3,1,3,1,0,1,1,71.2,100.0,43.0
5.0,37.0,42.0,34.0,53.0,51.0,37.0,3,4,4,3,2,0,1,2,54.8,68.8,43.0
5.0,55.0,63.0,46.0,71.0,52.0,54.0,4,4,3,5,4,0,1,1,43.1,93.30000000000001,65.0
5.0,28.0,32.0,28.0,43.0,38.0,30.0,2,3,3,3,2,0,1,2,55.5,77.5,34.0
5.0,86.0,76.0,58.0,82.0,72.0,77.0,5,5,5,5,5,0,0,1,44.1,52.2,89.0
5.0,77.0,66.0,49.0,83.0,66.0,81.0,5,5,5,5,5,0,0,1,60.5,59.7,81.0
5.0,36.0,43.0,37.0,43.0,55.0,45.0,3,3,3,3,3,0,1,3,47.5,67.7,24.0
5.0,40.0,48.0,42.0,58.0,46.0,46.0,3,2,2,2,2,0,1,1,73.1,100.0,54.0
5.0,55.0,53.0,41.0,45.0,46.0,59.0,4,4,4,4,3,0,0,3,41.8,44.9,40.0
5.0,55.0,48.0,34.0,59.0,44.0,60.0,4,5,4,4,4,0,0,2,42.0,44.4,61.0
5.0,40.0,60.0,69.0,68.0,67.0,45.0,4,3,3,3,2,0,1,1,44.1,100.0,52.0
5.0,42.0,51.0,48.0,62.0,59.0,37.0,3,4,3,3,2,0,1,1,55.1,100.0,49.0
5.0,33.0,50.0,58.0,60.0,50.0,32.0,3,3,3,3,3,0,1,1,31.4,100.0,42.0
5.0,37.0,58.0,65.0,54.0,63.0,23.0,3,3,3,1,2,0,1,1,69.5,100.0,35.0
5.0,44.0,45.0,34.0,32.0,49.0,58.0,3,3,3,4,3,0,1,3,63.0,60.5,19.0
5.0,36.0,40.0,33.0,39.0,41.0,30.0,3,3,3,3,3,0,1,2,57.8,74.9,35.0
5.0,33.0,37.0,26.0,35.0,45.0,46.0,3,3,3,3,3,0,1,3,47.2,69.5,24.0
5.0,36.0,44.0,40.0,40.0,42.0,52.0,3,3,3,3,3,0,1,3,52.0,65.60000000000002,32.0
5.0,38.0,42.0,41.0,50.0,56.0,34.0,3,3,3,3,3,0,1,4,16.0,100.0,36.0
5.0,48.0,53.0,58.0,57.0,42.0,47.0,3,3,3,3,3,0,1,1,48.8,100.0,57.0
5.0,52.0,54.0,38.0,69.0,53.0,42.0,4,4,3,4,3,0,1,1,43.9,89.0,67.0
5.0,42.0,61.0,75.0,61.0,59.0,25.0,3,3,2,3,2,0,1,1,64.0,100.0,50.0
5.0,37.0,46.0,42.0,61.0,50.0,42.0,3,3,3,3,3,0,1,1,43.5,100.0,41.0
5.0,49.0,47.0,31.0,59.0,28.0,52.0,3,3,3,4,4,0,1,1,44.6,87.6,62.0
5.0,39.0,50.0,51.0,64.0,55.0,36.0,3,4,3,3,3,0,1,1,52.8,100.0,54.0
5.0,47.0,44.0,30.0,52.0,45.0,45.0,3,4,4,3,3,0,1,2,45.8,64.9,52.0
5.0,50.0,60.0,52.0,58.0,45.0,45.0,3,4,3,4,3,0,1,1,37.9,100.0,51.0
5.0,40.0,52.0,49.0,50.0,42.0,27.0,3,3,2,3,3,0,1,1,82.5,100.0,54.0
5.0,51.0,52.0,42.0,42.0,37.0,54.0,3,4,4,3,3,0,1,3,43.8,59.8,33.0
5.0,44.0,54.0,49.0,57.0,57.0,39.0,3,3,2,2,3,0,1,1,68.6,100.0,47.0
5.0,56.0,65.0,55.0,74.0,52.0,48.0,4,4,4,4,3,0,1,1,63.8,92.30000000000001,67.0
5.0,43.0,40.0,28.0,43.0,43.0,35.0,3,4,3,3,3,0,1,2,62.5,57.49999999999999,42.0
5.0,51.0,51.0,43.0,45.0,43.0,60.0,4,4,4,4,4,0,1,3,66.5,54.7,36.0
5.0,54.0,61.0,54.0,71.0,64.0,49.0,4,4,3,3,3,0,1,1,60.5,84.89999999999998,60.0
5.0,33.0,40.0,32.0,42.0,38.0,28.0,3,3,3,3,3,0,1,4,77.5,74.4,35.0
5.0,42.0,56.0,44.0,52.0,44.0,32.0,3,3,2,4,2,0,1,1,66.5,100.0,44.0
5.0,32.0,49.0,48.0,52.0,37.0,25.0,3,3,2,3,3,0,1,1,63.5,100.0,41.0
5.0,52.0,52.0,57.0,66.0,47.0,46.0,4,4,3,3,4,1,1,1,64.6,100.0,64.0
5.0,28.0,32.0,35.0,48.0,41.0,27.0,3,3,3,1,2,1,1,2,49.3,62.6,37.0
4.0,54.0,47.0,32.0,55.0,45.0,56.0,4,5,5,5,5,0,0,2,35.3,41.3,58.0
4.0,46.0,58.0,45.0,44.0,31.0,33.0,3,5,3,4,3,0,1,1,54.0,61.3,46.0
4.0,56.0,53.0,41.0,42.0,35.0,67.0,4,5,4,4,3,0,0,3,44.3,34.8,42.0
4.0,42.0,52.0,41.0,56.0,55.0,34.0,3,3,3,3,3,0,1,1,73.8,100.0,44.0
4.0,72.0,68.0,52.0,73.0,54.0,60.0,5,5,5,5,5,0,0,1,15.5,19.8,76.0
4.0,43.0,41.0,34.0,48.0,50.0,51.0,3,4,4,4,4,0,1,2,51.4,56.6,48.0
4.0,31.0,49.0,44.0,36.0,25.0,16.0,2,3,3,3,3,0,1,1,87.3,100.0,30.0
4.0,50.0,54.0,48.0,64.0,54.0,47.0,3,3,3,4,3,0,1,1,44.7,57.999999999999986,54.0
4.0,74.0,69.0,53.0,73.0,59.0,70.0,5,4,5,4,4,0,0,1,23.6,40.9,77.0
4.0,29.0,41.0,35.0,56.0,54.0,19.0,3,4,3,3,3,0,1,4,95.8,100.0,41.0
4.0,49.0,52.0,41.0,47.0,51.0,61.0,4,4,4,4,3,0,0,3,47.9,42.6,38.0
4.0,39.0,43.0,35.0,46.0,33.0,38.0,2,4,4,4,4,0,1,1,67.1,100.0,42.0
4.0,56.0,58.0,42.0,48.0,17.0,45.0,3,5,4,5,3,0,0,1,36.9,40.0,55.0
4.0,68.0,52.0,33.0,66.0,54.0,67.0,5,5,5,5,5,0,0,2,21.1,21.5,80.0
4.0,77.0,80.0,71.0,81.0,70.0,65.0,5,5,5,5,5,0,0,1,21.6,25.4,79.0
4.0,62.0,53.0,36.0,52.0,20.0,49.0,3,4,4,5,4,0,0,1,23.6,38.2,59.0
4.0,64.0,58.0,41.0,55.0,42.0,70.0,5,5,5,5,4,0,0,3,31.0,27.9,60.0
4.0,42.0,43.0,31.0,60.0,50.0,48.0,3,4,5,4,4,0,1,2,62.7,54.7,51.0
4.0,68.0,65.0,49.0,67.0,48.0,54.0,4,5,5,5,5,0,0,1,23.2,20.0,67.0
4.0,66.0,55.0,46.0,74.0,58.0,54.0,5,5,5,5,5,1,0,4,18.1,0.0,70.0
6.0,60.0,51.0,35.0,41.0,53.0,56.0,4,5,5,4,5,0,0,3,48.3,36.3,50.0
6.0,54.0,56.0,47.0,55.0,57.0,67.0,4,5,5,4,4,0,0,3,57.3,28.199999999999996,46.0
6.0,47.0,45.0,38.0,54.0,49.0,42.0,3,4,4,4,4,0,1,4,76.4,60.1,48.0
6.0,42.0,45.0,33.0,57.0,52.0,52.0,4,4,4,4,4,0,0,4,57.4,41.4,51.0
6.0,50.0,54.0,47.0,57.0,42.0,65.0,3,5,4,4,3,0,1,1,68.0,57.7,59.0
6.0,56.0,55.0,41.0,70.0,61.0,65.0,5,5,5,5,5,0,0,4,32.0,20.7,58.0
6.0,52.0,59.0,42.0,66.0,51.0,53.0,4,4,5,4,3,0,1,1,61.5,62.4,57.0
6.0,48.0,45.0,38.0,61.0,51.0,47.0,4,4,4,5,4,0,1,4,63.5,60.0,53.0
6.0,49.0,50.0,42.0,65.0,59.0,18.0,3,4,3,4,4,0,1,1,79.4,71.1,53.0
6.0,67.0,64.0,51.0,77.0,68.0,75.0,5,5,5,5,5,0,0,4,37.9,25.5,75.0
6.0,73.0,60.0,48.0,74.0,57.0,73.0,5,5,5,5,5,1,0,4,40.2,3.0,76.0
6.0,65.0,64.0,67.0,70.0,58.0,78.0,5,5,5,5,5,1,0,4,31.2,22.0,59.0
6.0,69.0,67.0,62.0,60.0,57.0,59.0,5,5,3,5,5,1,0,1,45.7,16.400000000000006,62.0
2.0,63.0,51.0,27.0,55.0,28.0,62.0,4,5,5,5,5,0,0,2,25.3,40.0,72.0
2.0,67.0,62.0,45.0,76.0,69.0,75.0,5,5,5,5,5,0,1,1,30.1,40.0,79.0
2.0,67.0,65.0,56.0,68.0,58.0,66.0,5,5,4,4,5,0,1,1,24.2,41.19999999999999,78.0
2.0,64.0,51.0,42.0,59.0,54.0,74.0,5,4,4,4,4,0,0,2,10.7,42.4,80.0
2.0,61.0,44.0,27.0,59.0,45.0,55.0,5,5,5,5,3,0,0,4,10.9,52.4,74.0
2.0,71.0,69.0,62.0,82.0,83.0,84.0,5,5,5,5,5,0,1,1,6.3,38.4,80.0
2.0,59.0,50.0,43.0,37.0,26.0,70.0,4,5,5,4,4,0,0,3,11.3,39.80000000000001,59.0
2.0,66.0,52.0,34.0,60.0,49.0,71.0,5,4,4,4,3,0,0,2,25.9,36.3,78.0
2.0,56.0,53.0,47.0,36.0,26.0,67.0,4,5,5,4,5,0,0,3,26.3,32.9,52.0
2.0,76.0,67.0,55.0,59.0,60.0,71.0,5,5,5,5,5,0,1,1,13.2,50.1,87.0
